word,meaning,difficulty,video_path
어린이날,어린이를 존중하고 사랑하기 위한 기념일,2,NIA_SL_WORD0332_SYN01_F.mp4
연말,한 해의 끝 무렵,2,NIA_SL_WORD0333_SYN01_F.mp4
예전,지나간 옛날,2,NIA_SL_WORD0334_SYN01_F.mp4
식전,식사 전,2,NIA_SL_WORD0335_SYN01_F.mp4
월요일,한 주의 첫 번째 날,1,NIA_SL_WORD0336_SYN01_F.mp4
일요일,[동음이의어] 한 주의 마지막 날,1,NIA_SL_WORD0337_SYN01_F.mp4
자정,밤 열두 시,2,NIA_SL_WORD0338_SYN01_F.mp4
아까,조금 전,1,NIA_SL_WORD0339_SYN01_F.mp4
진하기,색이나 맛이 짙은 정도,2,NIA_SL_WORD0340_SYN01_F.mp4
검정머리,검은색 머리카락,2,NIA_SL_WORD0341_SYN01_F.mp4
최대,가장 큰 수나 양,2,NIA_SL_WORD0342_SYN01_F.mp4
최소,가장 작은 수나 양,2,NIA_SL_WORD0343_SYN01_F.mp4
평일,토요일과 일요일을 제외한 보통의 날,2,NIA_SL_WORD0344_SYN01_F.mp4
한글날,한글 창제를 기념하는 날,2,NIA_SL_WORD0345_SYN01_F.mp4
화요일,한 주의 세 번째 날,1,NIA_SL_WORD0347_SYN01_F.mp4
황금색,금처럼 빛나는 노란색,2,NIA_SL_WORD0348_SYN01_F.mp4
흑백,검은색과 흰색,2,NIA_SL_WORD0349_SYN01_F.mp4
흑색,검은색,2,NIA_SL_WORD0350_SYN01_F.mp4
임시협약,일시적으로 맺는 협약,3,NIA_SL_WORD0351_SYN01_F.mp4
감금,사람을 가두어 두는 것,3,NIA_SL_WORD0352_SYN01_F.mp4
탈춤,탈을 쓰고 추는 한국 전통 춤,2,NIA_SL_WORD0353_SYN01_F.mp4
가명,본명 대신 쓰는 이름,3,NIA_SL_WORD0354_SYN01_F.mp4
가발,머리 위에 쓰는 인조 머리카락,2,NIA_SL_WORD0355_SYN01_F.mp4
가위바위보,손 모양으로 승패를 겨루는 놀이,1,NIA_SL_WORD0356_SYN01_F.mp4
가족회의,가족이 모여 의논하는 모임,2,NIA_SL_WORD0357_SYN01_F.mp4
가짜,진짜가 아닌 것,2,NIA_SL_WORD0358_SYN01_F.mp4
서약서,약속을 적은 문서,3,NIA_SL_WORD0359_SYN01_F.mp4
간편,간단하고 편리한 것,2,NIA_SL_WORD0360_SYN01_F.mp4
감옥,죄인을 가두는 시설,2,NIA_SL_WORD0361_SYN01_F.mp4
감옥살이,감옥에서 생활하는 것,3,NIA_SL_WORD0362_SYN01_F.mp4
보호,위험으로부터 지키는 것,2,NIA_SL_WORD0363_SYN01_F.mp4
견습,기술이나 일을 배우며 익히는 것,3,NIA_SL_WORD0364_SYN01_F.mp4
강약,강함과 약함,2,NIA_SL_WORD0365_SYN01_F.mp4
강철,단단하게 만든 철,2,NIA_SL_WORD0366_SYN01_F.mp4
개똥,개의 배설물,2,NIA_SL_WORD0367_SYN01_F.mp4
개명,이름을 바꾸는 것,3,NIA_SL_WORD0368_SYN01_F.mp4
신경쓰다,어떤 일에 마음을 쓰다,2,NIA_SL_WORD0369_SYN01_F.mp4
거목,크고 오래된 나무,3,NIA_SL_WORD0370_SYN01_F.mp4
거북선,조선 시대 이순신이 만든 철갑 군선,2,NIA_SL_WORD0371_SYN01_F.mp4
거역,명령이나 의견에 따르지 않는 것,3,NIA_SL_WORD0372_SYN01_F.mp4
거지,[동음이의어] 남에게 구걸하는 사람,2,NIA_SL_WORD0373_SYN01_F.mp4
건장,몸이 튼튼하고 건강한 것,2,NIA_SL_WORD0374_SYN01_F.mp4
걸스카우트,여자 청소년 단체,2,NIA_SL_WORD0375_SYN01_F.mp4
거지,[동음이의어] 남에게 구걸하는 사람,2,NIA_SL_WORD0376_SYN01_F.mp4
회칙,단체의 규칙,3,NIA_SL_WORD0379_SYN01_F.mp4
결승전,최종 승자를 가리는 경기,2,NIA_SL_WORD0380_SYN01_F.mp4
경찰행정,경찰 관련 행정 업무,3,NIA_SL_WORD0381_SYN01_F.mp4
경비실,건물을 지키는 사람이 근무하는 방,2,NIA_SL_WORD0382_SYN01_F.mp4
고아원,고아를 돌보는 시설,2,NIA_SL_WORD0383_SYN01_F.mp4
고춧잎,고추 나무의 잎,2,NIA_SL_WORD0384_SYN01_F.mp4
불알,남성의 생식기관,3,NIA_SL_WORD0385_SYN01_F.mp4
황금기,가장 번성하고 좋은 시기,3,NIA_SL_WORD0386_SYN01_F.mp4
골절,뼈가 부러지는 것,3,NIA_SL_WORD0387_SYN01_F.mp4
공식발표,공식적으로 발표하는 것,3,NIA_SL_WORD0388_SYN01_F.mp4
맞추다,서로 일치하게 하다,1,NIA_SL_WORD0389_SYN01_F.mp4
공군본부,공군의 최고 사령부,3,NIA_SL_WORD0390_SYN01_F.mp4
공범,함께 범죄를 저지른 사람,3,NIA_SL_WORD0391_SYN01_F.mp4
동거,결혼하지 않고 함께 사는 것,2,NIA_SL_WORD0392_SYN01_F.mp4
공증,법적으로 사실이나 계약을 증명하는 것,3,NIA_SL_WORD0393_SYN01_F.mp4
실수,잘못하거나 틀리는 것,1,NIA_SL_WORD0395_SYN01_F.mp4
회상,지난 일을 떠올리는 것,3,NIA_SL_WORD0396_SYN01_F.mp4
과태료,법규를 어겼을 때 내는 벌금,3,NIA_SL_WORD0397_SYN01_F.mp4
관습,오랫동안 이어져 온 생활 방식,3,NIA_SL_WORD0398_SYN01_F.mp4
직인,공식 도장,3,NIA_SL_WORD0399_SYN01_F.mp4
정밀검사,세밀하게 조사하는 검사,3,NIA_SL_WORD0400_SYN01_F.mp4
대지,넓은 땅,2,NIA_SL_WORD0401_SYN01_F.mp4
광업,광물을 캐는 산업,3,NIA_SL_WORD0402_SYN01_F.mp4
미치광이,정신이 정상적이지 않은 사람,3,NIA_SL_WORD0403_SYN01_F.mp4
강풍,매우 강하게 부는 바람,2,NIA_SL_WORD0404_SYN01_F.mp4
환대,반갑게 맞이하는 것,3,NIA_SL_WORD0405_SYN01_F.mp4
교가,학교를 상징하는 노래,2,NIA_SL_WORD0406_SYN01_F.mp4
지도,[동음이의어] 지형을 그림으로 나타낸 것 또는 가르치고 이끄는 것,2,NIA_SL_WORD0408_SYN01_F.mp4
교명,학교의 이름,3,NIA_SL_WORD0409_SYN01_F.mp4
교모,학생이 쓰는 모자,3,NIA_SL_WORD0410_SYN01_F.mp4
지도법,지도하는 방법,2,NIA_SL_WORD0411_SYN01_F.mp4
학습,지식이나 기술을 배우는 것,2,NIA_SL_WORD0412_SYN01_F.mp4
지도,[동음이의어] 지형을 그림으로 나타낸 것 또는 가르치고 이끄는 것,2,NIA_SL_WORD0413_SYN01_F.mp4
교육과정,교육의 내용과 순서를 체계적으로 정한 것,3,NIA_SL_WORD0414_SYN01_F.mp4
교육청,지역 교육을 담당하는 행정 기관,2,NIA_SL_WORD0415_SYN01_F.mp4
교사직무,교사가 해야 할 업무,3,NIA_SL_WORD0416_SYN01_F.mp4
교탁,교사가 수업할 때 서는 단상,2,NIA_SL_WORD0418_SYN01_F.mp4
구두액,구두를 닦는 약,3,NIA_SL_WORD0419_SYN01_F.mp4
조직도,조직의 구성을 나타낸 도표,3,NIA_SL_WORD0421_SYN01_F.mp4
국그릇,국을 담는 그릇,2,NIA_SL_WORD0422_SYN01_F.mp4
국기,나라를 상징하는 깃발,2,NIA_SL_WORD0423_SYN01_F.mp4
독립,다른 것에 의존하지 않고 스스로 서는 것,2,NIA_SL_WORD0424_SYN01_F.mp4
군가,군인들이 부르는 노래,2,NIA_SL_WORD0425_SYN01_F.mp4
군마,군대에서 사용하는 말,3,NIA_SL_WORD0426_SYN01_F.mp4
다섯번째,순서상 다섯 번째,1,NIA_SL_WORD0427_SYN01_F.mp4
군비행장,군용 비행기가 이착륙하는 장소,3,NIA_SL_WORD0428_SYN01_F.mp4
독재자,혼자 권력을 휘두르는 사람,3,NIA_SL_WORD0429_SYN01_F.mp4
귀부인,신분이 높은 귀한 여성,3,NIA_SL_WORD0430_SYN01_F.mp4
상류층,사회적 지위나 경제력이 높은 계층,3,NIA_SL_WORD0431_SYN01_F.mp4
모범,본보기가 되는 행동이나 사람,2,NIA_SL_WORD0432_SYN01_F.mp4
그날,특정한 그 날,1,NIA_SL_WORD0433_SYN01_F.mp4
기초확인,기본 사항을 확인하는 것,3,NIA_SL_WORD0434_SYN01_F.mp4
금식,음식을 먹지 않는 것,3,NIA_SL_WORD0435_SYN01_F.mp4
얼마,수량이나 가격이 어느 정도인지,1,NIA_SL_WORD0436_SYN01_F.mp4
금연,담배를 끊거나 피우지 않는 것,2,NIA_SL_WORD0437_SYN01_F.mp4
금욕,욕망을 억제하는 것,3,NIA_SL_WORD0438_SYN01_F.mp4
금주,술을 마시지 않는 것,2,NIA_SL_WORD0439_SYN01_F.mp4
불쌍,가련하고 안타까운 상태,2,NIA_SL_WORD0440_SYN01_F.mp4
신기,[동음이의어] 매우 놀랍고 신비로운 것,2,NIA_SL_WORD0442_SYN01_F.mp4
신기,[동음이의어] 매우 놀랍고 신비로운 것,2,NIA_SL_WORD0443_SYN01_F.mp4
기혼,이미 결혼한 상태,2,NIA_SL_WORD0444_SYN01_F.mp4
귀중품,소중하고 값비싼 물건,3,NIA_SL_WORD0445_SYN01_F.mp4
길몽,좋은 일이 일어날 것을 예고하는 꿈,3,NIA_SL_WORD0446_SYN01_F.mp4
길일,좋은 일을 하기에 알맞은 날,3,NIA_SL_WORD0447_SYN01_F.mp4
길운,좋은 운수,3,NIA_SL_WORD0448_SYN01_F.mp4
고난이도,[동음이의어] 난이도가 매우 높은 것,3,NIA_SL_WORD0449_SYN01_F.mp4
비좁다,공간이 좁아서 불편하다,2,NIA_SL_WORD0450_SYN01_F.mp4
유언,죽기 전에 남기는 말이나 글,3,NIA_SL_WORD0451_SYN01_F.mp4
온실,식물을 재배하기 위한 유리로 된 건물,2,NIA_SL_WORD0452_SYN01_F.mp4
고난이도,[동음이의어] 난이도가 매우 높은 것,3,NIA_SL_WORD0453_SYN01_F.mp4
날쎄다,행동이 빠르고 민첩하다,3,NIA_SL_WORD0454_SYN01_F.mp4
비루,품위 없고 천한 것,3,NIA_SL_WORD0455_SYN01_F.mp4
남성적,남성다운 특성을 가진 것,2,NIA_SL_WORD0457_SYN01_F.mp4
내정,외부에 알리지 않고 내부적으로 결정하는 것,3,NIA_SL_WORD0458_SYN01_F.mp4
능숙,익숙하고 솜씨가 뛰어난 것,3,NIA_SL_WORD0459_SYN01_F.mp4
농인,청각 장애인,2,NIA_SL_WORD0461_SYN01_F.mp4
다복,복이 많은 것,3,NIA_SL_WORD0462_SYN01_F.mp4
단명,수명이 짧은 것,3,NIA_SL_WORD0464_SYN01_F.mp4
단문,짧은 문장,3,NIA_SL_WORD0465_SYN01_F.mp4
능력자,뛰어난 능력을 가진 사람,2,NIA_SL_WORD0466_SYN01_F.mp4
담당,[동음이의어] 일을 맡아서 처리하는 것,2,NIA_SL_WORD0468_SYN01_F.mp4
답안지,시험 답을 쓰는 종이,2,NIA_SL_WORD0469_SYN01_F.mp4
책임이사,특정 업무를 책임지는 이사,3,NIA_SL_WORD0470_SYN01_F.mp4
채용자,새로 채용된 사람,3,NIA_SL_WORD0471_SYN01_F.mp4
대교,큰 다리,3,NIA_SL_WORD0472_SYN01_F.mp4
대독,남을 대신하여 글을 읽는 것,3,NIA_SL_WORD0473_SYN01_F.mp4
대필,남을 대신하여 글을 쓰는 것,3,NIA_SL_WORD0474_SYN01_F.mp4
대성공,크게 성공하는 것,2,NIA_SL_WORD0475_SYN01_F.mp4
세수대야,세수할 때 물을 담는 대야,2,NIA_SL_WORD0476_SYN01_F.mp4
확정,확실히 결정하는 것,2,NIA_SL_WORD0477_SYN01_F.mp4
면적,평면의 넓이,3,NIA_SL_WORD0478_SYN01_F.mp4
회장,단체의 장을 맡은 사람,2,NIA_SL_WORD0479_SYN01_F.mp4
품격,사람이나 물건의 격조와 품위,3,NIA_SL_WORD0480_SYN01_F.mp4
도벽,물건을 훔치는 나쁜 버릇,3,NIA_SL_WORD0481_SYN01_F.mp4
자습,스스로 공부하는 것,2,NIA_SL_WORD0483_SYN01_F.mp4
돌기둥,돌로 만든 기둥,3,NIA_SL_WORD0484_SYN01_F.mp4
돌다리,돌로 만든 다리,2,NIA_SL_WORD0485_SYN01_F.mp4
동갑,나이가 같은 것,2,NIA_SL_WORD0487_SYN01_F.mp4
동메달,3위에게 주는 메달,2,NIA_SL_WORD0488_SYN01_F.mp4
주민센터,주민 행정 서비스를 처리하는 기관,1,NIA_SL_WORD0489_SYN01_F.mp4
독특,특별하고 개성 있는 것,2,NIA_SL_WORD0490_SYN01_F.mp4
무덤덤,감정이나 반응이 없는 것,3,NIA_SL_WORD0491_SYN01_F.mp4
뒷산,집이나 마을 뒤에 있는 산,2,NIA_SL_WORD0492_SYN01_F.mp4
등록금,학교에 등록하기 위해 내는 돈,2,NIA_SL_WORD0493_SYN01_F.mp4
담당,[동음이의어] 일을 맡아서 처리하는 것,2,NIA_SL_WORD0494_SYN01_F.mp4
생각못하다,미처 생각하지 못하다,2,NIA_SL_WORD0495_SYN01_F.mp4
주문서,물건을 주문하는 서류,2,NIA_SL_WORD0496_SYN01_F.mp4
마구간,말을 기르는 우리,3,NIA_SL_WORD0497_SYN01_F.mp4
마스크,얼굴을 가리는 위생 용품,1,NIA_SL_WORD0499_SYN01_F.mp4
마음에들다,마음에 맞아 좋다,1,NIA_SL_WORD0500_SYN01_F.mp4
막차,그날의 마지막 차,2,NIA_SL_WORD0501_SYN01_F.mp4
만취,술을 매우 많이 마신 상태,3,NIA_SL_WORD0502_SYN01_F.mp4
나무기둥,나무로 만든 기둥,2,NIA_SL_WORD0503_SYN01_F.mp4
의미,[동음이의어] 말이나 행동이 나타내는 내용,2,NIA_SL_WORD0504_SYN01_F.mp4
말끼어들기,다른 사람의 말에 끼어드는 것,3,NIA_SL_WORD0506_SYN01_F.mp4
망아지,말의 새끼,3,NIA_SL_WORD0507_SYN01_F.mp4
무매력,매력이 없는 것,3,NIA_SL_WORD0508_SYN01_F.mp4
확약,확실하게 약속하는 것,3,NIA_SL_WORD0509_SYN01_F.mp4
맷돌,곡식을 가는 돌로 만든 도구,3,NIA_SL_WORD0511_SYN01_F.mp4
먹,글씨를 쓰거나 그림을 그리는 검은 재료,2,NIA_SL_WORD0512_SYN01_F.mp4
회원,단체나 모임에 가입한 사람,2,NIA_SL_WORD0513_SYN01_F.mp4
명단,이름을 적은 목록,2,NIA_SL_WORD0515_SYN01_F.mp4
명마,뛰어난 말,3,NIA_SL_WORD0516_SYN01_F.mp4
명예,훌륭한 평판과 영예,3,NIA_SL_WORD0517_SYN01_F.mp4
모범생,행동이나 성적이 본보기가 되는 학생,2,NIA_SL_WORD0518_SYN01_F.mp4
무례,예의를 지키지 않는 것,3,NIA_SL_WORD0519_SYN01_F.mp4
무법자,법을 무시하는 사람,3,NIA_SL_WORD0520_SYN01_F.mp4
무료교육,돈을 내지 않고 받는 교육,2,NIA_SL_WORD0521_SYN01_F.mp4
무인상,사람의 형상이 없는 것,3,NIA_SL_WORD0523_SYN01_F.mp4
무통,통증이 없는 것,3,NIA_SL_WORD0524_SYN01_F.mp4
무허가,허가 없이 하는 것,3,NIA_SL_WORD0525_SYN01_F.mp4
여배우,여자 배우,2,NIA_SL_WORD0526_SYN01_F.mp4
문잠그다,문을 잠그는 것,2,NIA_SL_WORD0527_SYN01_F.mp4
문제지,시험 문제가 적힌 종이,2,NIA_SL_WORD0528_SYN01_F.mp4
상세검색,자세한 조건으로 검색하는 것,3,NIA_SL_WORD0529_SYN01_F.mp4
묻다,질문하거나 흙에 덮는 것,1,NIA_SL_WORD0530_SYN01_F.mp4
물총,물을 쏘는 장난감 총,2,NIA_SL_WORD0531_SYN01_F.mp4
물통,물을 담는 통,2,NIA_SL_WORD0532_SYN01_F.mp4
미군,미국의 군대,2,NIA_SL_WORD0533_SYN01_F.mp4
미납,납부해야 할 돈을 내지 않은 것,3,NIA_SL_WORD0534_SYN01_F.mp4
미신,근거 없이 믿는 비과학적 신앙,3,NIA_SL_WORD0535_SYN01_F.mp4
미완성,아직 완성되지 않은 것,3,NIA_SL_WORD0536_SYN01_F.mp4
미행,몰래 뒤를 따라가는 것,3,NIA_SL_WORD0537_SYN01_F.mp4
미혼,아직 결혼하지 않은 상태,2,NIA_SL_WORD0538_SYN01_F.mp4
밀고,비밀을 몰래 알리는 것,3,NIA_SL_WORD0539_SYN01_F.mp4
밀거래단,불법으로 거래하는 무리,3,NIA_SL_WORD0541_SYN01_F.mp4
밀서,비밀 편지,3,NIA_SL_WORD0542_SYN01_F.mp4
밀작,몰래 하는 작업,3,NIA_SL_WORD0544_SYN01_F.mp4
확답,확실한 대답,3,NIA_SL_WORD0545_SYN01_F.mp4
반역,나라나 주인을 배신하는 것,3,NIA_SL_WORD0546_SYN01_F.mp4
발견,모르던 것을 찾아내는 것,2,NIA_SL_WORD0548_SYN01_F.mp4
발언권,의견을 말할 수 있는 권리,3,NIA_SL_WORD0549_SYN01_F.mp4
방식,일을 하는 방법,2,NIA_SL_WORD0550_SYN01_F.mp4
화실,그림을 그리는 방,3,NIA_SL_WORD0551_SYN01_F.mp4
방음,소리가 새어나가거나 들어오지 않게 하는 것,3,NIA_SL_WORD0552_SYN02_F.mp4
정보차단,정보가 전달되지 않게 막는 것,3,NIA_SL_WORD0555_SYN02_F.mp4
방도,어떤 일을 해결하는 방법,3,NIA_SL_WORD0556_SYN02_F.mp4
위로,괴로움을 달래주는 것,2,NIA_SL_WORD0557_SYN02_F.mp4
견습소,기술을 배우는 곳,3,NIA_SL_WORD0558_SYN02_F.mp4
배은,은혜를 저버리는 것,3,NIA_SL_WORD0559_SYN02_F.mp4
출산증가,태어나는 아이 수가 늘어나는 것,3,NIA_SL_WORD0563_SYN02_F.mp4
베다,칼 등으로 자르는 것,1,NIA_SL_WORD0564_SYN02_F.mp4
벌칙사항,규정을 어겼을 때 받는 벌,3,NIA_SL_WORD0565_SYN02_F.mp4
소개,서로 모르는 사람을 알게 해주는 것,1,NIA_SL_WORD0566_SYN02_F.mp4
별거,부부가 따로 사는 것,3,NIA_SL_WORD0567_SYN02_F.mp4
별미,특별한 맛의 음식,3,NIA_SL_WORD0568_SYN02_F.mp4
병가,병으로 인해 쉬는 휴가,3,NIA_SL_WORD0569_SYN02_F.mp4
병사,군인,2,NIA_SL_WORD0570_SYN02_F.mp4
환자실,환자가 치료받는 방,2,NIA_SL_WORD0572_SYN02_F.mp4
병아리,닭의 새끼,1,NIA_SL_WORD0573_SYN02_F.mp4
군책,군대의 계획이나 전략,3,NIA_SL_WORD0574_SYN02_F.mp4
보수교육,자격을 유지하기 위해 받는 교육,3,NIA_SL_WORD0575_SYN02_F.mp4
보이스카우트,남자 청소년 단체,2,NIA_SL_WORD0576_SYN02_F.mp4
부동산,토지나 건물 등 움직이지 않는 재산,2,NIA_SL_WORD0577_SYN02_F.mp4
보건복지부,국민 건강과 복지를 담당하는 정부 부처,3,NIA_SL_WORD0578_SYN02_F.mp4
복지카드,장애인 복지 혜택을 받기 위한 카드,3,NIA_SL_WORD0579_SYN02_F.mp4
희미,빛이나 소리가 약하고 흐릿한 것,3,NIA_SL_WORD0580_SYN02_F.mp4
부고,사람이 죽었음을 알리는 것,3,NIA_SL_WORD0581_SYN02_F.mp4
무자유,자유가 없는 상태,3,NIA_SL_WORD0582_SYN02_F.mp4
분담,일이나 비용을 나누어 맡는 것,3,NIA_SL_WORD0583_SYN02_F.mp4
투쟁,목적을 위해 싸우는 것,3,NIA_SL_WORD0584_SYN02_F.mp4
가쁘다,숨이 차고 힘들다,2,NIA_SL_WORD0586_SYN02_F.mp4
무각오,각오나 결심이 없는 것,3,NIA_SL_WORD0587_SYN02_F.mp4
호명,이름을 불러서 부르는 것,3,NIA_SL_WORD0588_SYN02_F.mp4
비교연구,둘 이상을 비교하여 연구하는 것,3,NIA_SL_WORD0589_SYN02_F.mp4
비닐하우스,비닐로 만든 온실,2,NIA_SL_WORD0590_SYN02_F.mp4
비인간적,인간답지 않은 것,3,NIA_SL_WORD0591_SYN02_F.mp4
자비없다,인정이나 자비심이 없다,3,NIA_SL_WORD0592_SYN02_F.mp4
예금,은행에 돈을 맡기는 것,2,NIA_SL_WORD0593_SYN02_F.mp4
속달,빠르게 배달하는 것,3,NIA_SL_WORD0596_SYN02_F.mp4
삐치다,화가 나서 토라지다,2,NIA_SL_WORD0597_SYN02_F.mp4
사감,기숙사를 감독하는 사람,3,NIA_SL_WORD0598_SYN02_F.mp4
형제지간,형제 사이,2,NIA_SL_WORD0599_SYN02_F.mp4
사냥꾼,사냥을 하는 사람,2,NIA_SL_WORD0600_SYN02_F.mp4
겉모습,겉으로 보이는 모양,2,NIA_SL_WORD0601_SYN02_F.mp4
사모님,남의 아내를 높여 부르는 말,2,NIA_SL_WORD0603_SYN02_F.mp4
복사본,원본을 복사한 것,3,NIA_SL_WORD0604_SYN02_F.mp4
혈통,핏줄로 이어진 계통,3,NIA_SL_WORD0606_SYN02_F.mp4
친척,혈연으로 이어진 가족 이외의 관계,1,NIA_SL_WORD0608_SYN02_F.mp4
사용법,물건이나 방법을 쓰는 방식,2,NIA_SL_WORD0609_SYN02_F.mp4
친가족,피를 나눈 가족,1,NIA_SL_WORD0610_SYN02_F.mp4
사인,서명 또는 사망 원인,1,NIA_SL_WORD0611_SYN02_F.mp4
혈액형,혈액의 종류를 나타내는 분류,2,NIA_SL_WORD0612_SYN02_F.mp4
부채질,부채를 흔들어 바람을 만드는 것,2,NIA_SL_WORD0613_SYN02_F.mp4
사진작가,사진을 찍는 것을 직업으로 하는 사람,2,NIA_SL_WORD0614_SYN02_F.mp4
과용,지나치게 많이 사용하는 것,3,NIA_SL_WORD0615_SYN02_F.mp4
사후,죽은 후 또는 일이 끝난 후,3,NIA_SL_WORD0617_SYN02_F.mp4
상품,팔기 위해 만든 물건,2,NIA_SL_WORD0620_SYN02_F.mp4
새,날개가 있어 하늘을 날 수 있는 동물,1,NIA_SL_WORD0621_SYN02_F.mp4
새똥,새의 배설물,2,NIA_SL_WORD0622_SYN02_F.mp4
새알,새가 낳은 알,2,NIA_SL_WORD0623_SYN02_F.mp4
색맹,색을 구별하지 못하는 상태,3,NIA_SL_WORD0625_SYN02_F.mp4
색연필,색이 있는 연필,1,NIA_SL_WORD0626_SYN02_F.mp4
색종이,다양한 색깔의 종이,1,NIA_SL_WORD0627_SYN02_F.mp4
학생생활기록부,학생의 학교생활 전반을 기록한 문서,3,NIA_SL_WORD0628_SYN02_F.mp4
후천적,태어난 후에 생긴 것,3,NIA_SL_WORD0630_SYN02_F.mp4
맹세,굳게 다짐하거나 약속하는 것,3,NIA_SL_WORD0632_SYN02_F.mp4
서구식,서양 방식의,3,NIA_SL_WORD0633_SYN02_F.mp4
서울역,서울에 있는 주요 기차역,2,NIA_SL_WORD0634_SYN02_F.mp4
헤드라이트,자동차 앞에 달린 조명,3,NIA_SL_WORD0635_SYN02_F.mp4
편견,공정하지 못한 한쪽으로 치우친 생각,3,NIA_SL_WORD0636_SYN02_F.mp4
정벌,잘못을 저지른 세력을 무력으로 치는 것,3,NIA_SL_WORD0637_SYN02_F.mp4
사납다,성질이 거칠고 험하다,2,NIA_SL_WORD0638_SYN02_F.mp4
섬나라,섬으로 이루어진 나라,2,NIA_SL_WORD0639_SYN02_F.mp4
직무대행,다른 사람의 직무를 대신 수행하는 것,3,NIA_SL_WORD0640_SYN02_F.mp4
성인,어른 또는 성자,2,NIA_SL_WORD0641_SYN02_F.mp4
연설,여러 사람 앞에서 의견을 말하는 것,3,NIA_SL_WORD0642_SYN02_F.mp4
연설문,연설을 위해 작성한 글,3,NIA_SL_WORD0643_SYN02_F.mp4
제사,죽은 사람을 추모하는 의식,2,NIA_SL_WORD0644_SYN02_F.mp4
성폭행,강제로 성적 행위를 하는 범죄,3,NIA_SL_WORD0647_SYN02_F.mp4
세뇌,반복적으로 특정 생각을 주입하는 것,3,NIA_SL_WORD0648_SYN02_F.mp4
센티미터,길이의 단위,2,NIA_SL_WORD0649_SYN02_F.mp4
소금물,소금을 녹인 물,2,NIA_SL_WORD0650_SYN02_F.mp4
소복,흰 상복,3,NIA_SL_WORD0651_SYN02_F.mp4
소화불량,음식이 잘 소화되지 않는 상태,3,NIA_SL_WORD0652_SYN02_F.mp4
송년회,한 해를 마무리하며 여는 모임,3,NIA_SL_WORD0653_SYN02_F.mp4
쇄신,낡은 것을 고쳐 새롭게 하는 것,3,NIA_SL_WORD0654_SYN02_F.mp4
수영장,수영을 할 수 있는 시설,1,NIA_SL_WORD0655_SYN02_F.mp4
수재,재능이 뛰어난 사람 또는 수해,3,NIA_SL_WORD0656_SYN02_F.mp4
숙련,오래 익혀 능숙해진 것,3,NIA_SL_WORD0658_SYN02_F.mp4
야간경비,밤에 건물이나 시설을 지키는 것,3,NIA_SL_WORD0659_SYN02_F.mp4
순금,순수한 금,2,NIA_SL_WORD0660_SYN02_F.mp4
순산,아이를 힘들지 않게 낳는 것,3,NIA_SL_WORD0661_SYN02_F.mp4
술값,술을 사는 데 드는 돈,2,NIA_SL_WORD0662_SYN02_F.mp4
술집,술을 파는 가게,1,NIA_SL_WORD0663_SYN02_F.mp4
승마복,말을 탈 때 입는 옷,3,NIA_SL_WORD0667_SYN02_F.mp4
승패,이기고 지는 것,3,NIA_SL_WORD0668_SYN02_F.mp4
시댁,남편의 부모 집,2,NIA_SL_WORD0669_SYN02_F.mp4
시달리다,괴롭힘을 당하거나 힘들게 지내다,2,NIA_SL_WORD0670_SYN02_F.mp4
시차,지역 간의 시간 차이,3,NIA_SL_WORD0671_SYN02_F.mp4
시험감독,시험장을 감독하는 사람,3,NIA_SL_WORD0673_SYN02_F.mp4
선별,여러 중에서 골라내는 것,3,NIA_SL_WORD0674_SYN02_F.mp4
신식,새로운 방식이나 유행,2,NIA_SL_WORD0675_SYN02_F.mp4
신체적장애,몸에 장애가 있는 상태,2,NIA_SL_WORD0676_SYN02_F.mp4
실명,시력을 잃는 것 또는 실제 이름,3,NIA_SL_WORD0678_SYN02_F.mp4
실생활,실제 생활,2,NIA_SL_WORD0679_SYN02_F.mp4
증거,사실을 증명하는 자료,2,NIA_SL_WORD0681_SYN02_F.mp4
실천,계획한 것을 실제로 행하는 것,2,NIA_SL_WORD0682_SYN02_F.mp4
공개,비밀이 아닌 모두에게 알리는 것,2,NIA_SL_WORD0683_SYN02_F.mp4
괴롭다,고통스럽고 힘들다,2,NIA_SL_WORD0684_SYN02_F.mp4
논의,어떤 문제에 대해 의견을 나누는 것,3,NIA_SL_WORD0685_SYN02_F.mp4
쌀값,쌀의 가격,2,NIA_SL_WORD0686_SYN02_F.mp4
아끼다,소중히 여기거나 절약하다,2,NIA_SL_WORD0687_SYN02_F.mp4
고집,자기 생각을 굽히지 않는 것,2,NIA_SL_WORD0688_SYN02_F.mp4
통증,몸이 아픈 느낌,3,NIA_SL_WORD0689_SYN02_F.mp4
악몽,무섭고 나쁜 꿈,3,NIA_SL_WORD0690_SYN02_F.mp4
악습,나쁜 풍습이나 버릇,3,NIA_SL_WORD0691_SYN02_F.mp4
악영향,나쁜 영향,3,NIA_SL_WORD0692_SYN02_F.mp4
악용,나쁜 목적으로 사용하는 것,3,NIA_SL_WORD0693_SYN02_F.mp4
나빠지다,상태가 더 좋지 않게 되다,2,NIA_SL_WORD0694_SYN02_F.mp4
안경원,안경을 파는 가게,2,NIA_SL_WORD0695_SYN02_F.mp4
안내원,안내를 담당하는 사람,2,NIA_SL_WORD0696_SYN02_F.mp4
안위,편안함과 위태로움,3,NIA_SL_WORD0697_SYN02_F.mp4
